video_id,label,source,group_id,split
vid_004657_id30_id2_0009,1,CelebDF,celeb_id59,train
vid_000289_26_07__kitchen_pan__FGNGC2GT,1,DFD,dfd_11,train
vid_002076_14_03__walking_down_street_outside_angry__PLCQJM81,1,DFD,dfd_11,train
vid_005062_id21_id1_0000,1,CelebDF,celeb_id59,train
vid_008914_id31_id34_0009,1,CelebDF,celeb_id59,train
vid_002957_23_24__kitchen_still__YR5OVD4S,1,DFD,dfd_10,val
vid_008246_id45_id41_0005,1,CelebDF,celeb_id39,test
vid_005641_id35_id20_0008,1,CelebDF,celeb_id59,train
vid_005282_id40_id39_0002,1,CelebDF,celeb_id39,test
vid_000885_15_21__kitchen_pan__87WSBJP3,1,DFD,dfd_11,train
vid_002552_20_21__walking_down_street_outside_angry__ZCB5OMEW,1,DFD,dfd_11,train
vid_004402_id37_id33_0002,1,CelebDF,celeb_id59,train
vid_008726_id43_id40_0006,1,CelebDF,celeb_id39,test
vid_009559_id31_id26_0006,1,CelebDF,celeb_id59,train
vid_004213_id33_0008,0,CelebDF,celeb_id59,train
vid_009037_id49_id50_0002,1,CelebDF,celeb_id49,val
vid_009355_id47_id43_0008,1,CelebDF,celeb_id39,test
vid_003895_id43_0003,0,CelebDF,celeb_id39,test
vid_004350_id16_id30_0001,1,CelebDF,celeb_id59,train
vid_007109_id37_id16_0002,1,CelebDF,celeb_id59,train
vid_007001_id46_id39_0009,1,CelebDF,celeb_id39,test
vid_003327_16__hugging_happy,0,DFD,dfd_05,test
vid_001875_22_24__walking_and_outside_surprised__XL557XC6,1,DFD,dfd_10,val
vid_001197_26_03__walk_down_hall_angry__WBSXBL82,1,DFD,dfd_11,train
vid_000391_09_26__walk_down_hall_angry__XXGYLT82,1,DFD,dfd_11,train
vid_003944_id38_0001,0,CelebDF,celeb_id59,train
vid_005997_id26_id38_0004,1,CelebDF,celeb_id59,train
vid_009248_id28_id21_0002,1,CelebDF,celeb_id59,train
vid_004458_id25_id21_0008,1,CelebDF,celeb_id59,train
vid_001245_08_16__talking_against_wall__8Q7JCS95,1,DFD,dfd_05,test
vid_001327_11_18__walk_down_hall_angry__PT4YKO2R,1,DFD,dfd_11,train
vid_002693_11_21__kitchen_still__DU9VH27B,1,DFD,dfd_11,train
vid_008454_id3_id0_0009,1,CelebDF,celeb_id59,train
vid_007040_id35_id9_0009,1,CelebDF,celeb_id59,train
vid_003978_id46_0003,0,CelebDF,celeb_id39,test
vid_006584_id58_id51_0007,1,CelebDF,celeb_id49,val
vid_003593_00050,0,CelebDF,yt_00050,train
vid_006738_id46_id44_0003,1,CelebDF,celeb_id39,test
vid_000073_11_21__secret_conversation__T7DK03O1,1,DFD,dfd_11,train
vid_000325_09_18__walking_down_street_outside_angry__3VP8836C,1,DFD,dfd_11,train
vid_009693_id23_id22_0002,1,CelebDF,celeb_id59,train
vid_005588_id19_id23_0000,1,CelebDF,celeb_id59,train
vid_005955_id28_id31_0007,1,CelebDF,celeb_id59,train
vid_007570_id2_id6_0004,1,CelebDF,celeb_id59,train
vid_009575_id41_id46_0004,1,CelebDF,celeb_id39,test
vid_005408_id30_id28_0006,1,CelebDF,celeb_id59,train
vid_004883_id39_id48_0004,1,CelebDF,celeb_id39,test
vid_005425_id6_id21_0002,1,CelebDF,celeb_id59,train
vid_002673_09_18__outside_talking_pan_laughing__3VP8836C,1,DFD,dfd_11,train
vid_004627_id4_id3_0000,1,CelebDF,celeb_id59,train
vid_009576_id22_id27_0006,1,CelebDF,celeb_id59,train
vid_001740_03_26__kitchen_still__WBSXBL82,1,DFD,dfd_11,train
vid_008590_id60_id59_0000,1,CelebDF,celeb_id59,train
vid_006473_id4_id6_0004,1,CelebDF,celeb_id59,train
vid_008203_id1_id31_0004,1,CelebDF,celeb_id59,train
vid_002442_12_13__walking_and_outside_surprised__DJ7MF331,1,DFD,dfd_11,train
vid_000674_27_13__outside_talking_pan_laughing__A1OSUJE9,1,DFD,dfd_11,train
vid_002808_28_08__podium_speech_happy__KXO8S7OP,1,DFD,dfd_05,test
vid_003645_00107,0,CelebDF,yt_00107,train
vid_002819_21_09__talking_angry_couch__CGIID3GV,1,DFD,dfd_11,train
vid_003780_id11_0000,0,CelebDF,celeb_id59,train
vid_007242_id1_id20_0009,1,CelebDF,celeb_id59,train
vid_008136_id53_id55_0006,1,CelebDF,celeb_id49,val
vid_001555_16_28__hugging_happy__X5FNCYON,1,DFD,dfd_05,test
vid_007569_id7_id10_0007,1,CelebDF,celeb_id59,train
vid_006106_id26_id9_0006,1,CelebDF,celeb_id59,train
vid_003896_id50_0002,0,CelebDF,celeb_id49,val
vid_006549_id6_id1_0002,1,CelebDF,celeb_id59,train
vid_008214_id52_id57_0002,1,CelebDF,celeb_id49,val
vid_002586_02_07__secret_conversation__1VMZUH1W,1,DFD,dfd_11,train
vid_008467_id47_id45_0001,1,CelebDF,celeb_id39,test
vid_005574_id20_id25_0005,1,CelebDF,celeb_id59,train
vid_002787_25_02__walking_outside_cafe_disgusted__Z7FQ69VP,1,DFD,dfd_11,train
vid_007583_id58_id56_0005,1,CelebDF,celeb_id49,val
vid_006827_id56_id52_0005,1,CelebDF,celeb_id49,val
vid_004449_id2_id9_0009,1,CelebDF,celeb_id59,train
vid_002173_02_13__secret_conversation__CP5HFV3K,1,DFD,dfd_11,train
vid_007247_id34_id32_0000,1,CelebDF,celeb_id59,train
vid_004010_id51_0004,0,CelebDF,celeb_id49,val
vid_000150_21_09__kitchen_pan__JEELOMN2,1,DFD,dfd_11,train
vid_008297_id20_id33_0007,1,CelebDF,celeb_id59,train
vid_003530_00069,0,CelebDF,yt_00069,train
vid_006419_id21_id29_0002,1,CelebDF,celeb_id59,train
vid_009321_id34_id31_0009,1,CelebDF,celeb_id59,train
vid_008681_id4_id6_0003,1,CelebDF,celeb_id59,train
vid_006605_id38_id28_0004,1,CelebDF,celeb_id59,train
vid_009836_id46_id48_0004,1,CelebDF,celeb_id39,test
vid_004507_id55_id58_0007,1,CelebDF,celeb_id49,val
vid_009160_id29_id31_0004,1,CelebDF,celeb_id59,train
vid_003653_00238,0,CelebDF,yt_00238,train
vid_001233_26_13__outside_talking_still_laughing__CJALTDKT,1,DFD,dfd_11,train
vid_006750_id1_id16_0009,1,CelebDF,celeb_id59,train
vid_007509_id4_id1_0001,1,CelebDF,celeb_id59,train
vid_007215_id2_id1_0002,1,CelebDF,celeb_id59,train
vid_008356_id27_id24_0006,1,CelebDF,celeb_id59,train
vid_006143_id27_id24_0004,1,CelebDF,celeb_id59,train
vid_002183_06_12__hugging_happy__3K21NFNM,1,DFD,dfd_11,train
vid_000336_19_24__secret_conversation__NPZW2Z9L,1,DFD,dfd_10,val
vid_007681_id17_id1_0004,1,CelebDF,celeb_id59,train
vid_000048_26_12__walking_down_street_outside_angry__OVOQACG8,1,DFD,dfd_11,train
vid_005479_id55_id50_0002,1,CelebDF,celeb_id49,val
vid_009075_id30_id26_0002,1,CelebDF,celeb_id59,train
vid_003597_00227,0,CelebDF,yt_00227,train
vid_000380_26_18__walking_down_street_outside_angry__UMEX6HWU,1,DFD,dfd_11,train
vid_008972_id30_id34_0002,1,CelebDF,celeb_id59,train
vid_006856_id33_id38_0007,1,CelebDF,celeb_id59,train
vid_000067_20_15__secret_conversation__99NHTFBM,1,DFD,dfd_11,train
vid_004144_id17_0001,0,CelebDF,celeb_id59,train
vid_001509_22_10__talking_against_wall__X803B18R,1,DFD,dfd_10,val
vid_001542_21_07__walking_down_indoor_hall_disgust__K7KXUHMU,1,DFD,dfd_11,train
vid_002298_04_26__secret_conversation__WX836VLY,1,DFD,dfd_11,train
vid_001690_03_01__podium_speech_happy__JZUXXFRB,1,DFD,dfd_11,train
vid_000754_06_14__talking_angry_couch__8U9ULZDT,1,DFD,dfd_11,train
vid_002601_02_14__outside_talking_pan_laughing__3IUBEKCT,1,DFD,dfd_11,train
vid_003812_id39_0002,0,CelebDF,celeb_id39,test
vid_004917_id28_id9_0004,1,CelebDF,celeb_id59,train
vid_004821_id30_id32_0003,1,CelebDF,celeb_id59,train
vid_000750_18_06__outside_talking_pan_laughing__DEA1TCLN,1,DFD,dfd_11,train
vid_004585_id49_id57_0000,1,CelebDF,celeb_id49,val
vid_005684_id16_id28_0002,1,CelebDF,celeb_id59,train
vid_000719_22_24__talking_against_wall__XL557XC6,1,DFD,dfd_10,val
vid_005441_id46_id41_0000,1,CelebDF,celeb_id39,test
vid_008277_id20_id22_0008,1,CelebDF,celeb_id59,train
vid_000503_06_18__outside_talking_still_laughing__DEA1TCLN,1,DFD,dfd_11,train
vid_001806_15_03__outside_talking_still_laughing__Y11NT1YX,1,DFD,dfd_11,train
vid_006835_id16_id30_0000,1,CelebDF,celeb_id59,train
vid_004642_id37_id23_0008,1,CelebDF,celeb_id59,train
vid_001424_12_04__kitchen_still__96TQKDFJ,1,DFD,dfd_11,train
vid_009500_id19_id21_0001,1,CelebDF,celeb_id59,train
vid_000481_26_04__talking_against_wall__WX836VLY,1,DFD,dfd_11,train
vid_009165_id35_id26_0009,1,CelebDF,celeb_id59,train
vid_003246_16__talking_against_wall,0,DFD,dfd_05,test
vid_007875_id52_id53_0006,1,CelebDF,celeb_id49,val
vid_000672_15_20__outside_talking_pan_laughing__99NHTFBM,1,DFD,dfd_11,train
vid_003127_13__walking_and_outside_surprised,0,DFD,dfd_11,train
vid_006004_id39_id42_0005,1,CelebDF,celeb_id39,test
vid_002237_18_14__secret_conversation__HYMNQ00Q,1,DFD,dfd_11,train
vid_007035_id9_id3_0004,1,CelebDF,celeb_id59,train
vid_008218_id33_id23_0007,1,CelebDF,celeb_id59,train
vid_007672_id56_id52_0002,1,CelebDF,celeb_id49,val
vid_009719_id52_id54_0000,1,CelebDF,celeb_id49,val
vid_003077_13__exit_phone_room,0,DFD,dfd_11,train
vid_003092_28__walking_outside_cafe_disgusted,0,DFD,dfd_05,test
vid_002414_09_03__talking_against_wall__8DTEGQ54,1,DFD,dfd_11,train
vid_004210_id19_0007,0,CelebDF,celeb_id59,train
vid_009063_id35_id9_0004,1,CelebDF,celeb_id59,train
vid_002250_21_15__kitchen_pan__87WSBJP3,1,DFD,dfd_11,train
vid_001561_07_14__hugging_happy__P9QFO50U,1,DFD,dfd_11,train
vid_002234_07_03__podium_speech_happy__6PHZRQ4H,1,DFD,dfd_11,train
vid_001737_14_03__walking_down_street_outside_angry__L0GHYIFS,1,DFD,dfd_11,train
vid_009661_id32_id26_0000,1,CelebDF,celeb_id59,train
vid_007045_id49_id58_0005,1,CelebDF,celeb_id49,val
vid_009624_id39_id45_0007,1,CelebDF,celeb_id39,test
vid_005833_id37_id31_0006,1,CelebDF,celeb_id59,train
vid_005591_id28_id30_0008,1,CelebDF,celeb_id59,train
vid_006802_id16_id21_0000,1,CelebDF,celeb_id59,train
vid_009190_id4_id20_0004,1,CelebDF,celeb_id59,train
vid_003423_19__talking_against_wall,0,DFD,dfd_10,val
vid_007603_id19_id20_0009,1,CelebDF,celeb_id59,train
vid_002845_02_27__walk_down_hall_angry__78M8S6M6,1,DFD,dfd_11,train
vid_001058_27_02__talking_against_wall__B3XHKO27,1,DFD,dfd_11,train
vid_006554_id35_id9_0000,1,CelebDF,celeb_id59,train
vid_005686_id4_id0_0002,1,CelebDF,celeb_id59,train
vid_006009_id26_id17_0006,1,CelebDF,celeb_id59,train
vid_004843_id20_id21_0009,1,CelebDF,celeb_id59,train
vid_004442_id26_id29_0008,1,CelebDF,celeb_id59,train
vid_006194_id53_id51_0005,1,CelebDF,celeb_id49,val
vid_009885_id56_id53_0001,1,CelebDF,celeb_id49,val
vid_008846_id3_id2_0000,1,CelebDF,celeb_id59,train
vid_002568_02_04__outside_talking_still_laughing__8CH7R4LW,1,DFD,dfd_11,train
vid_003959_id3_0001,0,CelebDF,celeb_id59,train
vid_008156_id57_id50_0004,1,CelebDF,celeb_id49,val
vid_004048_id60_0002,0,CelebDF,celeb_id59,train
vid_004426_id1_id21_0009,1,CelebDF,celeb_id59,train
vid_000807_18_06__walking_outside_cafe_disgusted__OWJY9LQU,1,DFD,dfd_11,train
vid_002989_27_25__walking_down_indoor_hall_disgust__GNIMW95Z,1,DFD,dfd_11,train
vid_001177_03_18__exit_phone_room__22UBC0BS,1,DFD,dfd_11,train
vid_001471_11_18__walking_outside_cafe_disgusted__R1NMCHKG,1,DFD,dfd_11,train
vid_004592_id53_id51_0003,1,CelebDF,celeb_id49,val
vid_009305_id38_id30_0007,1,CelebDF,celeb_id59,train
vid_004762_id23_id34_0006,1,CelebDF,celeb_id59,train
vid_006666_id38_id34_0004,1,CelebDF,celeb_id59,train
vid_009328_id22_id26_0009,1,CelebDF,celeb_id59,train
vid_006259_id53_id52_0007,1,CelebDF,celeb_id49,val
vid_001583_23_19__walking_outside_cafe_disgusted__H4SUVFTL,1,DFD,dfd_10,val
vid_004840_id30_id31_0000,1,CelebDF,celeb_id59,train
vid_000147_03_07__walking_outside_cafe_disgusted__IFSURI9X,1,DFD,dfd_11,train
vid_008663_id23_id16_0007,1,CelebDF,celeb_id59,train
vid_006608_id21_id26_0008,1,CelebDF,celeb_id59,train
vid_008470_id43_id40_0002,1,CelebDF,celeb_id39,test
vid_006789_id16_id20_0011,1,CelebDF,celeb_id59,train
vid_005619_id3_id20_0008,1,CelebDF,celeb_id59,train
vid_006900_id40_id46_0003,1,CelebDF,celeb_id39,test
vid_003462_00229,0,CelebDF,yt_00229,train
vid_004862_id2_id6_0005,1,CelebDF,celeb_id59,train
vid_004744_id3_id37_0001,1,CelebDF,celeb_id59,train
vid_004996_id30_id17_0009,1,CelebDF,celeb_id59,train
vid_005300_id48_id45_0002,1,CelebDF,celeb_id39,test
vid_007501_id28_id16_0008,1,CelebDF,celeb_id59,train
vid_002927_11_06__outside_talking_pan_laughing__MX659QU8,1,DFD,dfd_11,train
vid_005057_id51_id55_0007,1,CelebDF,celeb_id49,val
vid_004303_id37_0005,0,CelebDF,celeb_id59,train
vid_002312_11_01__podium_speech_happy__WIZ7GKOD,1,DFD,dfd_11,train
vid_001988_06_07__exit_phone_room__NMGYPBXE,1,DFD,dfd_11,train
vid_006641_id44_id47_0004,1,CelebDF,celeb_id39,test
vid_003787_id40_0009,0,CelebDF,celeb_id39,test
vid_001871_11_18__secret_conversation__JJ1YREUN,1,DFD,dfd_11,train
vid_001945_24_19__walking_down_street_outside_angry__GNHYZ84G,1,DFD,dfd_10,val
vid_004911_id28_id31_0006,1,CelebDF,celeb_id59,train
vid_009333_id30_id1_0008,1,CelebDF,celeb_id59,train
vid_000535_05_16__walk_down_hall_angry__U9WZI5LK,1,DFD,dfd_05,test
vid_001855_03_11__talking_against_wall__VLCLB0AU,1,DFD,dfd_11,train
vid_007129_id21_id9_0009,1,CelebDF,celeb_id59,train
vid_007470_id0_id17_0009,1,CelebDF,celeb_id59,train
vid_003192_14__outside_talking_pan_laughing,0,DFD,dfd_11,train
vid_008858_id40_id39_0000,1,CelebDF,celeb_id39,test
vid_009639_id38_id34_0003,1,CelebDF,celeb_id59,train
vid_006545_id37_id33_0000,1,CelebDF,celeb_id59,train
vid_009073_id30_id31_0009,1,CelebDF,celeb_id59,train
vid_002242_01_04__outside_talking_still_laughing__0XUW13RW,1,DFD,dfd_11,train
vid_002671_19_10__exit_phone_room__BVVPN5D5,1,DFD,dfd_10,val
vid_002019_14_26__kitchen_pan__ILLP29ZH,1,DFD,dfd_11,train
vid_003642_00089,0,CelebDF,yt_00089,train
vid_008166_id20_id25_0006,1,CelebDF,celeb_id59,train
vid_008386_id40_id41_0003,1,CelebDF,celeb_id39,test
vid_006077_id35_id38_0002,1,CelebDF,celeb_id59,train
vid_000882_06_15__hugging_happy__QRCD27P8,1,DFD,dfd_11,train
vid_002784_09_20__talking_angry_couch__2E5DNCYI,1,DFD,dfd_11,train
vid_009488_id56_id57_0006,1,CelebDF,celeb_id49,val
vid_000954_03_20__talking_against_wall__9NFWR304,1,DFD,dfd_11,train
vid_007710_id47_id40_0007,1,CelebDF,celeb_id39,test
vid_007092_id28_id38_0004,1,CelebDF,celeb_id59,train
vid_001960_04_26__kitchen_pan__MS2MLJP1,1,DFD,dfd_11,train
vid_007908_id35_id6_0002,1,CelebDF,celeb_id59,train
vid_002650_15_03__walk_down_hall_angry__DNUJD8M2,1,DFD,dfd_11,train
vid_005248_id41_id45_0009,1,CelebDF,celeb_id39,test
vid_005231_id1_id3_0006,1,CelebDF,celeb_id59,train
vid_002116_10_24__exit_phone_room__356HPS7R,1,DFD,dfd_10,val
vid_006830_id45_id42_0003,1,CelebDF,celeb_id39,test
vid_004988_id4_id28_0001,1,CelebDF,celeb_id59,train
vid_002800_13_15__walking_outside_cafe_disgusted__X0EIIJF7,1,DFD,dfd_11,train
vid_003309_12__secret_conversation,0,DFD,dfd_11,train
vid_009912_id17_id35_0003,1,CelebDF,celeb_id59,train
vid_006979_id19_id22_0008,1,CelebDF,celeb_id59,train
vid_000798_06_02__talking_angry_couch__U6MDWIHG,1,DFD,dfd_11,train
vid_000071_20_11__kitchen_still__GNK9UR8K,1,DFD,dfd_11,train
vid_009598_id0_id20_0000,1,CelebDF,celeb_id59,train
vid_005522_id1_id3_0004,1,CelebDF,celeb_id59,train
vid_009841_id60_id59_0006,1,CelebDF,celeb_id59,train
vid_003757_id12_0003,0,CelebDF,celeb_id59,train
vid_008967_id13_id7_0011,1,CelebDF,celeb_id59,train
vid_006378_id31_id38_0004,1,CelebDF,celeb_id59,train
vid_002222_22_23__outside_talking_pan_laughing__TU7RHG0S,1,DFD,dfd_10,val
vid_009896_id23_id38_0000,1,CelebDF,celeb_id59,train
vid_005846_id47_id43_0009,1,CelebDF,celeb_id39,test
vid_008016_id1_id26_0004,1,CelebDF,celeb_id59,train
vid_009473_id50_id53_0002,1,CelebDF,celeb_id49,val
vid_007691_id26_id24_0009,1,CelebDF,celeb_id59,train
vid_007149_id20_id16_0009,1,CelebDF,celeb_id59,train
vid_002061_07_14__podium_speech_happy__VOX29AK0,1,DFD,dfd_11,train
vid_007787_id47_id42_0005,1,CelebDF,celeb_id39,test
vid_003877_id58_0006,0,CelebDF,celeb_id49,val
vid_008878_id20_id3_0006,1,CelebDF,celeb_id59,train
vid_007361_id25_id23_0005,1,CelebDF,celeb_id59,train
vid_005888_id31_id3_0004,1,CelebDF,celeb_id59,train
vid_000536_07_02__secret_conversation__1JCLEEBQ,1,DFD,dfd_11,train
vid_002557_02_15__outside_talking_pan_laughing__I8G2LWD1,1,DFD,dfd_11,train
vid_001810_20_25__outside_talking_still_laughing__DW2L6D2V,1,DFD,dfd_11,train
vid_003149_27__talking_against_wall,0,DFD,dfd_11,train
vid_007586_id6_id3_0000,1,CelebDF,celeb_id59,train
vid_006518_id17_id26_0006,1,CelebDF,celeb_id59,train
vid_005713_id39_id42_0002,1,CelebDF,celeb_id39,test
vid_004698_id40_id39_0003,1,CelebDF,celeb_id39,test
vid_000328_01_26__outside_talking_pan_laughing__ZMEJ535O,1,DFD,dfd_11,train
vid_007993_id55_id49_0007,1,CelebDF,celeb_id49,val
vid_005038_id24_id21_0007,1,CelebDF,celeb_id59,train
vid_001890_08_05__kitchen_still__LVIZ2X8P,1,DFD,dfd_05,test
vid_000174_03_26__outside_talking_pan_laughing__WBSXBL82,1,DFD,dfd_11,train
vid_001438_04_26__kitchen_still__WX836VLY,1,DFD,dfd_11,train
vid_004152_id24_0003,0,CelebDF,celeb_id59,train
vid_001294_06_02__exit_phone_room__J1W9R0NG,1,DFD,dfd_11,train
vid_001575_03_14__walking_and_outside_surprised__P1L5PF4I,1,DFD,dfd_11,train
vid_008334_id20_id38_0002,1,CelebDF,celeb_id59,train
vid_002733_21_11__walking_down_street_outside_angry__USLHUQDI,1,DFD,dfd_11,train
vid_002763_12_13__secret_conversation__DJ7MF331,1,DFD,dfd_11,train
vid_004368_id2_id6_0007,1,CelebDF,celeb_id59,train
vid_003621_00243,0,CelebDF,yt_00243,train
vid_004666_id35_id28_0007,1,CelebDF,celeb_id59,train
vid_009635_id29_id38_0000,1,CelebDF,celeb_id59,train
vid_009679_id50_id52_0009,1,CelebDF,celeb_id49,val
vid_008333_id26_id16_0000,1,CelebDF,celeb_id59,train
vid_005117_id52_id56_0000,1,CelebDF,celeb_id49,val
vid_000089_15_02__outside_talking_still_laughing__MCRFMYAE,1,DFD,dfd_11,train
vid_007126_id30_id28_0001,1,CelebDF,celeb_id59,train
vid_005905_id53_id55_0003,1,CelebDF,celeb_id49,val
vid_005638_id35_id28_0003,1,CelebDF,celeb_id59,train
vid_001035_19_10__walking_down_street_outside_angry__O2IKR6YM,1,DFD,dfd_10,val
vid_006610_id50_id52_0001,1,CelebDF,celeb_id49,val
vid_008534_id2_id17_0008,1,CelebDF,celeb_id59,train
vid_000877_01_04__hugging_happy__GBC7ZGDP,1,DFD,dfd_11,train
vid_009253_id20_id0_0000,1,CelebDF,celeb_id59,train
vid_002573_13_26__walking_down_street_outside_angry__CJALTDKT,1,DFD,dfd_11,train
vid_004090_id13_0004,0,CelebDF,celeb_id59,train
vid_002849_13_09__talking_against_wall__LPT427RY,1,DFD,dfd_11,train
vid_001921_27_25__walking_down_street_outside_angry__ZTV6TUQ9,1,DFD,dfd_11,train
vid_002215_14_21__outside_talking_still_laughing__IRKML4J0,1,DFD,dfd_11,train
vid_002446_06_11__outside_talking_pan_laughing__C8C4FW99,1,DFD,dfd_11,train
vid_002375_08_17__outside_talking_still_laughing__JZYRLJ8T,1,DFD,dfd_05,test
vid_000977_12_25__podium_speech_happy__3PS32GAH,1,DFD,dfd_11,train
vid_006102_id31_id29_0001,1,CelebDF,celeb_id59,train
vid_002207_26_18__walk_down_hall_angry__UMEX6HWU,1,DFD,dfd_11,train
vid_003488_00111,0,CelebDF,yt_00111,train
vid_003848_id53_0001,0,CelebDF,celeb_id49,val
vid_007434_id1_id28_0002,1,CelebDF,celeb_id59,train
vid_008482_id0_id2_0006,1,CelebDF,celeb_id59,train
vid_000935_21_09__kitchen_pan__Z8H2TRCI,1,DFD,dfd_11,train
vid_001145_19_24__kitchen_pan__QD5K7BP2,1,DFD,dfd_10,val
vid_000436_01_09__secret_conversation__SJZRV69J,1,DFD,dfd_11,train
vid_002249_15_02__walking_outside_cafe_disgusted__P2FAY3DR,1,DFD,dfd_11,train
vid_006308_id45_id44_0006,1,CelebDF,celeb_id39,test
vid_009647_id47_id48_0003,1,CelebDF,celeb_id39,test
vid_001364_13_14__walk_down_hall_angry__KMQ3AW6A,1,DFD,dfd_11,train
vid_007657_id9_id23_0009,1,CelebDF,celeb_id59,train
vid_009494_id26_id1_0001,1,CelebDF,celeb_id59,train
vid_005070_id55_id52_0006,1,CelebDF,celeb_id49,val
vid_000389_01_11__walking_outside_cafe_disgusted__FAFWDR4W,1,DFD,dfd_11,train
vid_003170_06__kitchen_still,0,DFD,dfd_11,train
vid_008805_id4_id31_0003,1,CelebDF,celeb_id59,train
vid_003795_id19_0001,0,CelebDF,celeb_id59,train
vid_006533_id50_id55_0006,1,CelebDF,celeb_id49,val
vid_002807_02_12__podium_speech_happy__9D2ZHEKW,1,DFD,dfd_11,train
vid_008769_id40_id39_0009,1,CelebDF,celeb_id39,test
vid_006940_id19_id24_0008,1,CelebDF,celeb_id59,train
vid_000792_25_20__outside_talking_still_laughing__M86GQTHK,1,DFD,dfd_11,train
vid_009026_id19_id27_0004,1,CelebDF,celeb_id59,train
vid_004276_id58_0008,0,CelebDF,celeb_id49,val
vid_005642_id30_id35_0004,1,CelebDF,celeb_id59,train
vid_009754_id16_id20_0010,1,CelebDF,celeb_id59,train
vid_007064_id12_id10_0002,1,CelebDF,celeb_id59,train
vid_006730_id6_id9_0001,1,CelebDF,celeb_id59,train
vid_009868_id23_id34_0003,1,CelebDF,celeb_id59,train
vid_005363_id31_id34_0007,1,CelebDF,celeb_id59,train
vid_004689_id29_id37_0006,1,CelebDF,celeb_id59,train
vid_009384_id2_id3_0008,1,CelebDF,celeb_id59,train
vid_004707_id0_id26_0006,1,CelebDF,celeb_id59,train
vid_008743_id43_id42_0009,1,CelebDF,celeb_id39,test
vid_001906_09_02__kitchen_pan__6KUOFMZW,1,DFD,dfd_11,train
vid_004960_id23_id6_0004,1,CelebDF,celeb_id59,train
vid_006059_id37_id21_0002,1,CelebDF,celeb_id59,train
vid_003086_07__talking_against_wall,0,DFD,dfd_11,train
vid_003743_id57_0004,0,CelebDF,celeb_id49,val
vid_004626_id20_id32_0005,1,CelebDF,celeb_id59,train
vid_003217_02__walking_down_street_outside_angry,0,DFD,dfd_11,train
vid_009516_id37_id29_0008,1,CelebDF,celeb_id59,train
vid_007952_id53_id51_0006,1,CelebDF,celeb_id49,val
vid_003975_id48_0006,0,CelebDF,celeb_id39,test
vid_000764_11_01__outside_talking_still_laughing__9229VVZ3,1,DFD,dfd_11,train
vid_001519_07_21__talking_against_wall__CRGVSDBI,1,DFD,dfd_11,train
vid_007445_id35_id37_0003,1,CelebDF,celeb_id59,train
vid_004403_id46_id39_0006,1,CelebDF,celeb_id39,test
vid_005599_id1_id9_0005,1,CelebDF,celeb_id59,train
vid_004904_id48_id44_0006,1,CelebDF,celeb_id39,test
